Ali,Kılıç,19,Turkiye,3,10,18,1,1,649961.5744531655,9106.839886164833,GK,
Mustafa,Özdemir,22,Turkiye,7,12,14,9,3,1,1,7,13,8,8,17,8,2,10,7,10,18,649961.5744531655,9106.839886164833,RW,
Mustafa,Korkmaz,20,Turkiye,17,1,19,19,7,12,15,16,11,2,12,6,4,2,19,4,2,18,649961.5744531655,9106.839886164833,LW,
Mustafa,Özkan,24,Turkiye,9,18,11,0,19,6,3,15,16,9,6,16,10,9,19,7,11,18,649961.5744531655,9106.839886164833,ST,
Mustafa,Kılıç,25,Turkiye,19,11,9,9,3,13,9,19,12,6,18,4,6,7,17,15,6,18,649961.5744531655,9106.839886164833,ST,
Melis,Öz,20,Turkiye,2,7,19,16,19,649961.5744531655,9106.839886164833,GK,
Melis,Kılıç,22,Turkiye,16,17,17,19,16,16,0,0,14,6,5,16,17,11,6,7,13,19,649961.5744531655,9106.839886164833,CB,
Melis,Korkmaz,21,Turkiye,15,9,14,0,0,10,16,4,17,9,10,18,18,8,17,2,19,19,649961.5744531655,9106.839886164833,CB,
Melis,Kılıç,23,Turkiye,15,3,5,9,13,2,0,10,7,1,0,3,15,15,7,16,9,19,649961.5744531655,9106.839886164833,RB,
Melis,Bilgin,19,Turkiye,18,11,10,11,16,15,16,17,5,0,19,11,11,12,10,6,7,19,649961.5744531655,9106.839886164833,LB,
Melis,Korkmaz,24,Turkiye,4,5,12,0,6,6,19,3,3,0,8,8,0,8,7,5,18,19,649961.5744531655,9106.839886164833,CM,
Melis,Özdemir,18,Turkiye,16,5,10,2,6,9,19,9,8,8,15,3,8,1,11,5,10,19,649961.5744531655,9106.839886164833,CM,
Melis,Kaya,20,Turkiye,14,4,0,18,15,15,15,1,18,16,8,4,9,16,12,3,3,19,649961.5744531655,9106.839886164833,RW,
Melis,Özdemir,25,Turkiye,3,7,17,13,12,5,0,15,10,7,4,12,12,12,6,5,18,19,649961.5744531655,9106.839886164833,LW,
Melis,Ergin,21,Turkiye,16,9,18,11,8,12,19,19,11,6,8,6,6,6,4,14,2,19,649961.5744531655,9106.839886164833,ST,
Melis,Bilgin,20,Turkiye,3,19,14,11,2,7,2,7,4,6,2,11,1,1,8,3,10,19,649961.5744531655,9106.839886164833,ST,
